N,S,count,time taken(ms)
10000000,1,220102723,1257
10000000,2,220102723,1224
10000000,4,220222431,1186
10000000,8,221111063,1175
10000000,16,226416826,1121
10000000,32,242315024,1097
10000000,64,281244259,1123
10000000,128,367299709,1152
10000000,256,548422842,1277
10000000,512,920176218,1833
10000000,1024,1673119997,2375
