N	S	count	time taken(ms)
10000000	100	367398337	1057
10000000	200	548545297	1087
10000000	300	548545297	1168
10000000	400	920430178	1372
10000000	500	920430178	1372
10000000	600	920430178	1348
10000000	700	1673643636	1695
10000000	800	1673643636	1705
10000000	900	1673643636	1675
10000000	1000	1673643636	1698
